Gene,GFPneg_Rep1,GFPpos_Rep1,GFPneg_Rep2,GFPpos_Rep2
ENSSSCG00000045897,15,0,20,0
ENSSSCG00000045898,15,16,89,5
ENSSSCG00000045899,5,0,22,1
ENSSSCG00000045900,4,0,5,0
ENSSSCG00000045901,5,0,27,0
ENSSSCG00000045902,30,36,93,43
ENSSSCG00000045903,7,1,61,0
ENSSSCG00000045904,12,0,42,0
ENSSSCG00000045905,1,0,16,0
ENSSSCG00000045906,89,702,138,1013
ENSSSCG00000045908,3,0,39,0
ENSSSCG00000045909,5,0,5,0
ENSSSCG00000045910,2,0,2,0
ENSSSCG00000045911,45,982,59,2097
ENSSSCG00000045912,7,0,41,0
ENSSSCG00000045914,5,0,16,0
ENSSSCG00000045915,0,0,0,0
ENSSSCG00000045916,2,0,0,0
ENSSSCG00000045917,0,0,0,0
ENSSSCG00000045918,7,5,26,7
ENSSSCG00000045919,82,257,88,182
ENSSSCG00000045920,0,0,0,0
ENSSSCG00000045921,15,0,32,0
ENSSSCG00000045922,17,15,69,72
ENSSSCG00000045923,4,0,8,0
ENSSSCG00000045924,4,0,36,2
ENSSSCG00000045925,1,2,6,2
ENSSSCG00000045926,3,0,17,0
ENSSSCG00000045927,0,0,3,0
ENSSSCG00000045928,41,61,75,36
ENSSSCG00000045929,2,0,4,0
ENSSSCG00000045930,12,17,27,8
ENSSSCG00000045932,5,0,17,0
ENSSSCG00000045933,0,0,0,0
ENSSSCG00000045934,12,0,18,1
ENSSSCG00000045935,3,3,4,0
ENSSSCG00000045936,12,3,49,0
ENSSSCG00000045937,18,6,73,13
ENSSSCG00000045938,8,0,16,0
ENSSSCG00000045939,8,0,31,0
ENSSSCG00000045940,1,0,5,0
ENSSSCG00000045941,2,0,10,0
ENSSSCG00000045942,7,0,60,0
ENSSSCG00000045943,4,1,14,0
ENSSSCG00000045944,0,0,17,0
ENSSSCG00000045945,11,0,14,2
ENSSSCG00000045946,19,59,64,114
ENSSSCG00000045948,37,219,73,106
ENSSSCG00000045949,0,3,14,0
ENSSSCG00000045951,8,0,8,0
ENSSSCG00000045952,0,0,0,0
ENSSSCG00000045954,5,0,23,0
ENSSSCG00000045955,2,0,17,0
ENSSSCG00000045956,6,0,26,0
ENSSSCG00000045957,5,32,24,13
ENSSSCG00000045958,0,0,0,0
ENSSSCG00000045959,1,3,4,3
ENSSSCG00000045960,4,0,5,0
ENSSSCG00000045961,0,0,2,0
ENSSSCG00000045962,6,0,33,0
ENSSSCG00000045963,3,0,13,0
ENSSSCG00000045964,1,0,15,0
ENSSSCG00000045965,2,16,30,1
ENSSSCG00000045966,0,0,3,0
ENSSSCG00000045968,0,0,0,0
ENSSSCG00000045969,4,1,0,11
ENSSSCG00000045970,18,1,62,4
ENSSSCG00000045971,1,1,4,0
ENSSSCG00000045972,14,0,35,0
ENSSSCG00000045973,0,0,1,0
ENSSSCG00000045974,8,0,37,0
ENSSSCG00000045975,1,0,6,0
ENSSSCG00000045976,7,2,38,39
ENSSSCG00000045977,0,0,3,0
ENSSSCG00000045978,1,0,16,1
ENSSSCG00000045979,4,0,17,4
ENSSSCG00000045981,5,0,39,0
ENSSSCG00000045982,246,1,0,0
ENSSSCG00000045983,12,0,31,0
ENSSSCG00000045984,0,0,1,0
ENSSSCG00000045985,5,0,18,9
ENSSSCG00000045986,6,0,10,0
ENSSSCG00000045987,8,0,26,0
ENSSSCG00000045988,8,0,24,0
ENSSSCG00000045989,0,0,0,0
ENSSSCG00000045990,0,3,7,0
ENSSSCG00000045991,1,0,47,11
ENSSSCG00000045992,15,3,29,0
ENSSSCG00000045993,5,0,1,0
ENSSSCG00000045994,2,2,14,0
ENSSSCG00000045996,6,0,8,4
ENSSSCG00000045997,6,0,32,2
ENSSSCG00000045998,0,0,19,0
ENSSSCG00000046000,6,0,24,0
ENSSSCG00000046002,37,97,151,71
ENSSSCG00000046004,1,0,14,0
ENSSSCG00000046005,2,1,23,3
ENSSSCG00000046006,0,0,0,0
ENSSSCG00000046007,22,0,76,1
ENSSSCG00000046008,30,0,60,6
ENSSSCG00000046009,3,0,7,0
ENSSSCG00000046010,39,131,76,63
ENSSSCG00000046011,2,0,9,0
ENSSSCG00000046012,5,1,15,1
ENSSSCG00000046013,7,0,26,0
ENSSSCG00000046014,18,23,20,1
ENSSSCG00000046015,0,0,14,0
ENSSSCG00000046016,2,2,15,1
ENSSSCG00000046017,0,0,0,0
ENSSSCG00000046018,0,0,0,0
ENSSSCG00000046019,0,0,25,0
ENSSSCG00000046020,10,5,23,5
ENSSSCG00000046021,8,11,19,2
ENSSSCG00000046022,14,0,23,3
ENSSSCG00000046023,7,0,22,0
ENSSSCG00000046024,27,0,117,0
ENSSSCG00000046025,8,0,16,0
ENSSSCG00000046026,9,0,21,0
ENSSSCG00000046027,6,7,34,1
ENSSSCG00000046028,8,0,29,0
ENSSSCG00000046029,0,0,0,0
ENSSSCG00000046030,4,0,36,0
ENSSSCG00000046031,7,7,30,35
ENSSSCG00000046032,2,3,3,0
ENSSSCG00000046033,0,0,0,0
ENSSSCG00000046034,1,0,7,0
ENSSSCG00000046035,0,0,5,0
ENSSSCG00000046036,5,0,0,0
ENSSSCG00000046037,6,0,20,0
ENSSSCG00000046038,6,1,8,3
ENSSSCG00000046039,36,171,86,94
ENSSSCG00000046040,1,0,28,0
ENSSSCG00000046041,2,0,12,4
ENSSSCG00000046043,0,0,39,0
ENSSSCG00000046044,71,71,162,72
ENSSSCG00000046045,12,0,40,0
ENSSSCG00000046046,9,1,30,0
ENSSSCG00000046047,1,2,20,10
ENSSSCG00000046048,0,0,0,0
ENSSSCG00000046049,2,0,14,0
ENSSSCG00000046050,10,0,39,0
ENSSSCG00000046051,14,0,68,0
ENSSSCG00000046052,1,0,20,0
ENSSSCG00000046053,0,0,0,0
ENSSSCG00000046054,1149,3830,365,6432
ENSSSCG00000046056,0,0,0,0
ENSSSCG00000046057,6,0,58,4
ENSSSCG00000046058,12,32,39,12
ENSSSCG00000046059,6,0,51,0
ENSSSCG00000046060,23,86,36,217
ENSSSCG00000046061,2,0,9,0
ENSSSCG00000046062,0,0,0,0
ENSSSCG00000046063,9,3,29,0
ENSSSCG00000046064,2,0,26,0
ENSSSCG00000046065,4,0,11,0
ENSSSCG00000046066,0,0,8,0
ENSSSCG00000046067,3,0,12,0
ENSSSCG00000046068,7,77,12,3
ENSSSCG00000046069,2,0,6,0
ENSSSCG00000046070,4,3,26,2
ENSSSCG00000046071,13,58,12,53
ENSSSCG00000046072,3,24,0,40
ENSSSCG00000046073,4,1,19,0
ENSSSCG00000046074,2,0,2,0
ENSSSCG00000046075,13,187,36,161
ENSSSCG00000046076,3,0,35,0
ENSSSCG00000046077,6,0,32,0
ENSSSCG00000046078,8,5,28,5
ENSSSCG00000046080,10,0,24,0
ENSSSCG00000046082,4,0,15,0
ENSSSCG00000046083,8,0,33,0
ENSSSCG00000046084,10,0,22,0
ENSSSCG00000046085,13,39,66,10
ENSSSCG00000046086,1,0,7,0
ENSSSCG00000046087,0,4,8,4
ENSSSCG00000046088,7,13,33,13
ENSSSCG00000046090,0,0,2,0
ENSSSCG00000046091,8,0,39,0
ENSSSCG00000046092,55,333,63,346
ENSSSCG00000046093,12,0,25,0
ENSSSCG00000046094,0,0,0,0
ENSSSCG00000046095,3,0,14,0
ENSSSCG00000046096,22,45,42,19
ENSSSCG00000046097,3,0,16,0
ENSSSCG00000046098,6,11,28,45
ENSSSCG00000046099,0,0,4,0
ENSSSCG00000046100,3,5,6,0
ENSSSCG00000046101,0,0,21,0
ENSSSCG00000046102,33,84,60,277
ENSSSCG00000046103,3,10,14,20
ENSSSCG00000046104,1,1,0,0
ENSSSCG00000046105,20,1,53,2
ENSSSCG00000046106,5,0,46,0
ENSSSCG00000046107,1,0,11,0
ENSSSCG00000046108,0,0,10,0
ENSSSCG00000046109,11,1,34,2
ENSSSCG00000046110,9,0,95,0
ENSSSCG00000046111,6,5,20,0
ENSSSCG00000046112,10,0,14,2
ENSSSCG00000046113,9,6,29,0
ENSSSCG00000046114,8,27,45,15
ENSSSCG00000046115,0,0,0,0
ENSSSCG00000046116,3,0,6,0
ENSSSCG00000046117,8,18,11,19
ENSSSCG00000046118,15,42,50,35
ENSSSCG00000046119,3,0,21,0
ENSSSCG00000046120,0,0,15,0
ENSSSCG00000046121,1,4,19,10
ENSSSCG00000046122,4,0,21,0
ENSSSCG00000046123,28,55,28,14
ENSSSCG00000046124,0,0,0,0
ENSSSCG00000046125,5,0,62,0
ENSSSCG00000046126,11,2,34,0
ENSSSCG00000046127,8,3,46,4
ENSSSCG00000046128,0,0,1,0
ENSSSCG00000046129,7,0,28,0
ENSSSCG00000046130,9,0,32,0
ENSSSCG00000046131,4,0,28,0
ENSSSCG00000046132,0,0,0,0
ENSSSCG00000046133,8,0,47,1
ENSSSCG00000046134,3,0,1,0
ENSSSCG00000046135,4,0,11,0
ENSSSCG00000046136,5,16,27,12
ENSSSCG00000046137,4,0,31,1
ENSSSCG00000046138,78,293,109,199
ENSSSCG00000046139,9,3,28,0
ENSSSCG00000046140,5,2,9,9
ENSSSCG00000046141,9,2,64,5
ENSSSCG00000046142,3,9,23,57
ENSSSCG00000046143,9,0,6,0
ENSSSCG00000046145,1,0,11,6
ENSSSCG00000046146,0,0,0,0
ENSSSCG00000046147,2,1,30,0
ENSSSCG00000046148,0,0,0,0
ENSSSCG00000046149,1,0,3,0
ENSSSCG00000046150,1,9,7,7
ENSSSCG00000046151,36,115,87,24
ENSSSCG00000046152,4,23,46,4
ENSSSCG00000046153,8,8,32,14
ENSSSCG00000046154,12,3,48,0
ENSSSCG00000046155,21,98,67,28
ENSSSCG00000046156,0,0,8,0
ENSSSCG00000046157,0,0,3,0
ENSSSCG00000046158,10,2,139,2
ENSSSCG00000046159,2,0,15,3
ENSSSCG00000046160,10,0,20,0
ENSSSCG00000046161,5,13,76,1
ENSSSCG00000046162,12,21,42,6
ENSSSCG00000046163,10,0,35,0
ENSSSCG00000046164,23,0,75,0
ENSSSCG00000046165,0,2,2,0
ENSSSCG00000046166,3,0,1,0
ENSSSCG00000046167,9,3,10,3
ENSSSCG00000046168,0,0,0,0
ENSSSCG00000046169,0,0,0,0
ENSSSCG00000046170,0,0,18,0
ENSSSCG00000046171,24,43,43,56
ENSSSCG00000046173,3,0,13,0
ENSSSCG00000046174,2,0,0,9
ENSSSCG00000046175,0,0,0,0
ENSSSCG00000046176,5,0,21,0
ENSSSCG00000046177,2,0,16,0
ENSSSCG00000046178,9,0,28,0
ENSSSCG00000046179,1,0,0,0
ENSSSCG00000046180,0,0,0,0
ENSSSCG00000046181,0,0,28,0
ENSSSCG00000046182,48,227,104,296
ENSSSCG00000046183,0,0,1,0
ENSSSCG00000046184,9,5,13,0
ENSSSCG00000046185,12,0,88,0
ENSSSCG00000046186,4,12,14,9
ENSSSCG00000046187,1,0,4,0
ENSSSCG00000046188,0,0,2,0
ENSSSCG00000046189,12,0,68,1
ENSSSCG00000046190,0,0,0,0
ENSSSCG00000046191,5,0,24,0
ENSSSCG00000046192,16,50,18,125
ENSSSCG00000046193,7,0,9,0
ENSSSCG00000046194,6,0,53,0
ENSSSCG00000046195,1,0,16,0
ENSSSCG00000046196,15,0,24,0
ENSSSCG00000046197,15,0,54,0
ENSSSCG00000046198,3,0,9,0
ENSSSCG00000046199,9,4,31,4
ENSSSCG00000046200,1,0,12,0
ENSSSCG00000046201,1,0,0,0
ENSSSCG00000046202,0,4,41,5
ENSSSCG00000046203,10,8,34,0
ENSSSCG00000046204,3,1,24,2
ENSSSCG00000046205,2,0,3,0
ENSSSCG00000046207,4,0,15,0
ENSSSCG00000046208,0,0,0,0
ENSSSCG00000046209,0,0,0,0
ENSSSCG00000046210,2,9,19,7
ENSSSCG00000046211,8,0,18,0
ENSSSCG00000046212,9,13,45,4
ENSSSCG00000046213,7,8,30,6
ENSSSCG00000046215,4,0,11,0
ENSSSCG00000046216,19,20,20,22
ENSSSCG00000046217,7,0,20,0
ENSSSCG00000046218,4,0,6,0
ENSSSCG00000046219,11,0,35,0
ENSSSCG00000046220,8,0,27,0
ENSSSCG00000046221,3,4,11,11
ENSSSCG00000046223,13,0,13,17
ENSSSCG00000046224,10,32,17,29
ENSSSCG00000046225,0,0,3,0
ENSSSCG00000046226,0,1,0,24
ENSSSCG00000046227,23,43,51,72
ENSSSCG00000046229,0,1,23,0
ENSSSCG00000046230,0,0,0,0
ENSSSCG00000046231,1,0,0,0
ENSSSCG00000046232,3,0,2,2
ENSSSCG00000046234,8,1,25,0
ENSSSCG00000046235,3,0,10,0
ENSSSCG00000046236,3,3,8,0
ENSSSCG00000046237,4,0,10,0
ENSSSCG00000046238,23,1,60,15
ENSSSCG00000046239,5,37,18,24
ENSSSCG00000046240,12,0,84,0
ENSSSCG00000046241,9,1,17,3
ENSSSCG00000046242,2,0,14,0
ENSSSCG00000046245,0,0,0,0
ENSSSCG00000046246,11,14,52,7
ENSSSCG00000046247,12,4,19,4
ENSSSCG00000046248,0,0,17,8
ENSSSCG00000046249,1,0,2,0
ENSSSCG00000046250,9,53,27,36
ENSSSCG00000046251,5,0,16,0
ENSSSCG00000046252,12,6,38,1
ENSSSCG00000046253,0,0,9,0
ENSSSCG00000046254,31,0,86,0
ENSSSCG00000046255,10,59,50,36
ENSSSCG00000046256,0,0,7,0
ENSSSCG00000046257,9,0,14,0
ENSSSCG00000046258,2,0,0,0
ENSSSCG00000046259,17,16,45,29
ENSSSCG00000046260,0,0,0,0
ENSSSCG00000046262,1,2,2,0
ENSSSCG00000046263,19,157,42,88
ENSSSCG00000046264,5,0,10,0
ENSSSCG00000046265,32,33,34,116
ENSSSCG00000046266,6,0,3,0
ENSSSCG00000046267,6,0,0,0
ENSSSCG00000046268,45,0,166,0
ENSSSCG00000046269,4,0,50,0
ENSSSCG00000046270,10,0,38,22
ENSSSCG00000046271,36,0,30,0
ENSSSCG00000046272,14,3,57,13
ENSSSCG00000046273,3,9,12,28
ENSSSCG00000046274,6,1,21,7
ENSSSCG00000046275,0,0,0,0
ENSSSCG00000046276,13,7,15,10
ENSSSCG00000046277,32,20,76,8
ENSSSCG00000046278,9,0,10,0
ENSSSCG00000046280,14,11,35,8
ENSSSCG00000046281,3,0,44,0
ENSSSCG00000046282,3,0,1,0
ENSSSCG00000046283,1,1,9,0
ENSSSCG00000046284,3,0,22,0
ENSSSCG00000046285,11,47,22,29
ENSSSCG00000046286,0,0,0,0
ENSSSCG00000046287,4,0,27,2
ENSSSCG00000046288,6,23,6,20
ENSSSCG00000046289,6,0,1,0
ENSSSCG00000046290,1,0,5,0
ENSSSCG00000046291,9,5,24,24
ENSSSCG00000046292,5,0,10,0
ENSSSCG00000046293,3,0,17,0
ENSSSCG00000046294,4,0,0,0
ENSSSCG00000046296,0,0,0,0
ENSSSCG00000046297,2,0,1,0
ENSSSCG00000046298,26,6,53,6
ENSSSCG00000046299,0,0,0,0
ENSSSCG00000046300,0,0,0,0
ENSSSCG00000046303,5,0,3,0
ENSSSCG00000046304,7,0,14,0
ENSSSCG00000046305,16,23,50,1
ENSSSCG00000046306,1,0,8,0
ENSSSCG00000046307,0,0,0,0
ENSSSCG00000046308,2,3,9,6
ENSSSCG00000046309,1,0,15,0
ENSSSCG00000046311,7,0,8,3
ENSSSCG00000046312,1,0,16,0
ENSSSCG00000046313,3,0,2,5
ENSSSCG00000046314,0,0,4,0
ENSSSCG00000046315,5,1,57,0
ENSSSCG00000046316,2,50,9,86
ENSSSCG00000046317,5,0,10,2
ENSSSCG00000046318,0,2,12,0
ENSSSCG00000046319,79,34,241,26
ENSSSCG00000046321,11,0,28,0
ENSSSCG00000046322,7,0,23,0
ENSSSCG00000046323,10,4,40,2
ENSSSCG00000046324,9,1,44,0
ENSSSCG00000046325,17,0,47,0
ENSSSCG00000046326,0,0,0,0
ENSSSCG00000046327,5,22,21,8
ENSSSCG00000046329,0,0,2,0
ENSSSCG00000046330,11,7,27,4
ENSSSCG00000046331,4,5,7,5
ENSSSCG00000046332,5,12,16,9
ENSSSCG00000046333,10,0,21,0
ENSSSCG00000046334,2,3,7,0
ENSSSCG00000046335,0,0,1,0
ENSSSCG00000046336,8,5,77,17
ENSSSCG00000046337,46,6,162,15
ENSSSCG00000046339,3,0,12,0
ENSSSCG00000046340,1,0,21,0
ENSSSCG00000046341,6,0,34,0
ENSSSCG00000046342,22,24,27,28
ENSSSCG00000046343,1,0,1,0
ENSSSCG00000046344,0,0,0,0
ENSSSCG00000046345,0,0,9,3
ENSSSCG00000046346,15,11,39,1
ENSSSCG00000046347,0,0,0,0
ENSSSCG00000046348,5,0,26,0
ENSSSCG00000046349,10,2,36,5
ENSSSCG00000046350,1,0,1,0
ENSSSCG00000046351,7,15,6,3
ENSSSCG00000046352,40,47,83,48
ENSSSCG00000046353,12,1,14,6
ENSSSCG00000046354,0,0,0,0
ENSSSCG00000046355,33,3,73,2
ENSSSCG00000046356,0,0,6,0
ENSSSCG00000046357,4,0,8,0
ENSSSCG00000046359,16,0,60,8
ENSSSCG00000046360,5,0,10,0
ENSSSCG00000046361,13,0,40,0
ENSSSCG00000046363,23,29,47,3
ENSSSCG00000046364,4,0,59,0
ENSSSCG00000046365,1,0,1,0
ENSSSCG00000046366,8,16,26,21
ENSSSCG00000046367,5,0,6,0
ENSSSCG00000046368,3,0,3,0
ENSSSCG00000046369,8,0,15,0
ENSSSCG00000046370,0,0,2,0
ENSSSCG00000046371,1,10,9,0
ENSSSCG00000046372,5,6,23,3
ENSSSCG00000046373,0,0,3,0
ENSSSCG00000046375,2,0,0,0
ENSSSCG00000046377,0,0,0,0
ENSSSCG00000046378,3,1,15,0
ENSSSCG00000046379,7,0,11,0
ENSSSCG00000046380,0,0,0,0
ENSSSCG00000046381,11,0,27,0
ENSSSCG00000046382,36,12,49,27
ENSSSCG00000046383,8,0,25,0
ENSSSCG00000046384,3,0,8,14
ENSSSCG00000046385,1,0,19,0
ENSSSCG00000046386,9,0,50,0
ENSSSCG00000046388,2,0,0,0
ENSSSCG00000046389,1,0,1,0
ENSSSCG00000046390,61,240,98,125
ENSSSCG00000046391,1,0,0,0
ENSSSCG00000046392,3,1,8,0
ENSSSCG00000046393,0,0,0,0
ENSSSCG00000046394,8,0,36,0
ENSSSCG00000046395,26,29,45,12
ENSSSCG00000046397,13,0,41,0
ENSSSCG00000046398,5,18,29,8
ENSSSCG00000046399,0,0,0,0
ENSSSCG00000046400,7,0,19,0
ENSSSCG00000046401,0,0,2,0
ENSSSCG00000046402,9,29,82,9
ENSSSCG00000046403,0,0,0,0
ENSSSCG00000046404,0,0,0,0
ENSSSCG00000046405,3,6,17,7
ENSSSCG00000046406,0,0,6,0
ENSSSCG00000046407,0,0,7,0
ENSSSCG00000046408,7,0,49,0
ENSSSCG00000046409,0,0,5,2
ENSSSCG00000046410,2,0,4,0
ENSSSCG00000046411,0,0,9,0
ENSSSCG00000046412,0,0,0,0
ENSSSCG00000046413,9,28,16,11
ENSSSCG00000046415,18,0,70,0
ENSSSCG00000046418,6,8,26,13
ENSSSCG00000046419,72,118,75,78
ENSSSCG00000046420,8,8,16,10
ENSSSCG00000046421,18,0,74,0
ENSSSCG00000046422,0,37,2,10
ENSSSCG00000046423,3,0,1,0
ENSSSCG00000046424,14,12,51,41
ENSSSCG00000046425,1,0,8,0
ENSSSCG00000046426,16,0,73,3
ENSSSCG00000046427,0,0,0,0
ENSSSCG00000046428,1,0,2,0
ENSSSCG00000046430,0,3,7,0
ENSSSCG00000046431,7,0,12,0
ENSSSCG00000046432,17,16,53,0
ENSSSCG00000046433,0,0,6,0
ENSSSCG00000046434,2,0,12,0
ENSSSCG00000046435,1,0,18,1
ENSSSCG00000046436,69,221,140,87
ENSSSCG00000046437,0,0,0,0
ENSSSCG00000046438,0,0,0,0
ENSSSCG00000046440,14,7,11,4
ENSSSCG00000046441,7,0,54,0
ENSSSCG00000046443,14,16,14,13
ENSSSCG00000046444,0,0,6,0
ENSSSCG00000046445,10,0,43,0
ENSSSCG00000046446,2,0,13,0
ENSSSCG00000046447,0,0,0,0
ENSSSCG00000046449,1,0,0,0
ENSSSCG00000046451,4,15,15,9
ENSSSCG00000046453,11,0,45,0
ENSSSCG00000046454,13,13,58,1
ENSSSCG00000046455,0,10,0,0
ENSSSCG00000046456,0,0,0,0
ENSSSCG00000046457,2,0,4,0
ENSSSCG00000046458,12,0,18,0
ENSSSCG00000046459,7,14,34,24
ENSSSCG00000046460,1,2,9,8
ENSSSCG00000046461,199,477,382,1107
ENSSSCG00000046462,4,0,19,0
ENSSSCG00000046464,56,134,50,312
ENSSSCG00000046465,6,0,7,1
ENSSSCG00000046467,0,0,52,2
ENSSSCG00000046468,9,2,86,0
ENSSSCG00000046469,1,0,3,0
ENSSSCG00000046470,160,548,267,198
ENSSSCG00000046472,2,0,1,0
ENSSSCG00000046473,0,0,2,0
ENSSSCG00000046474,2,0,10,1
ENSSSCG00000046475,5,11,6,40
ENSSSCG00000046476,3,5,27,12
ENSSSCG00000046477,34,25,57,23
ENSSSCG00000046478,0,0,3,0
ENSSSCG00000046479,0,3,23,0
ENSSSCG00000046480,4,0,14,0
ENSSSCG00000046481,8,0,30,0
ENSSSCG00000046482,3,0,16,0
ENSSSCG00000046483,41,85,43,55
ENSSSCG00000046484,0,0,28,0
ENSSSCG00000046485,2,8,0,3
ENSSSCG00000046486,8,0,14,0
ENSSSCG00000046487,90,378,111,804
ENSSSCG00000046488,3,35,15,10
ENSSSCG00000046489,0,6,10,18
ENSSSCG00000046490,3,0,7,1
ENSSSCG00000046491,0,0,10,0
ENSSSCG00000046492,0,0,8,0
ENSSSCG00000046493,24,53,76,50
ENSSSCG00000046494,4,3,10,0
ENSSSCG00000046495,5,16,37,5
ENSSSCG00000046496,0,0,0,0
ENSSSCG00000046497,4,0,23,0
ENSSSCG00000046498,6,0,37,0
ENSSSCG00000046499,0,0,20,4
ENSSSCG00000046500,13,1,40,0
ENSSSCG00000046502,0,0,3,0
ENSSSCG00000046503,0,2,2,6
ENSSSCG00000046504,9,40,57,0
ENSSSCG00000046505,1,0,5,0
ENSSSCG00000046506,2,0,42,0
ENSSSCG00000046507,47,64,21,83
ENSSSCG00000046508,0,0,1,0
ENSSSCG00000046509,2,0,15,0
ENSSSCG00000046510,10,142,70,66
ENSSSCG00000046511,0,0,0,0
ENSSSCG00000046513,4,0,2,0
ENSSSCG00000046514,0,0,0,0
ENSSSCG00000046515,13,8,35,6
ENSSSCG00000046516,1,11,1,3
ENSSSCG00000046518,170,111,433,11
ENSSSCG00000046519,30,54,67,47
ENSSSCG00000046520,0,0,15,0
ENSSSCG00000046521,7,0,40,0
ENSSSCG00000046522,7,0,54,0
ENSSSCG00000046523,2,2,17,1
ENSSSCG00000046525,0,0,0,0
ENSSSCG00000046526,1,0,14,0
ENSSSCG00000046527,26,48,69,30
ENSSSCG00000046528,15,5,19,1
ENSSSCG00000046530,0,0,2,0
ENSSSCG00000046531,0,0,1,0
ENSSSCG00000046532,10,0,58,0
ENSSSCG00000046533,9,1,54,8
ENSSSCG00000046534,0,0,0,0
ENSSSCG00000046535,10,4,33,0
ENSSSCG00000046536,2,0,42,0
ENSSSCG00000046537,182,670,275,1472
ENSSSCG00000046538,7,0,10,0
ENSSSCG00000046539,3,0,27,0
ENSSSCG00000046540,0,0,0,2
ENSSSCG00000046541,8,0,34,0
ENSSSCG00000046542,0,1,6,1
ENSSSCG00000046543,24,16,34,16
ENSSSCG00000046544,5,1,22,1
ENSSSCG00000046545,0,8,21,7
ENSSSCG00000046546,21,1,33,1
ENSSSCG00000046547,8,0,40,0
ENSSSCG00000046548,7,0,84,0
ENSSSCG00000046550,0,0,7,0
ENSSSCG00000046551,8,2,29,5
ENSSSCG00000046552,9,8,16,0
ENSSSCG00000046553,10,0,20,0
ENSSSCG00000046554,47,54,87,97
ENSSSCG00000046555,0,4,1,1
ENSSSCG00000046556,3,9,9,40
ENSSSCG00000046557,3,0,22,0
ENSSSCG00000046558,12,0,47,0
ENSSSCG00000046559,18,8,43,11
ENSSSCG00000046560,1,0,11,0
ENSSSCG00000046562,2,0,23,0
ENSSSCG00000046564,4,0,40,0
ENSSSCG00000046565,18,0,28,0
ENSSSCG00000046566,2,0,4,0
ENSSSCG00000046569,3,0,16,0
ENSSSCG00000046570,3,0,5,0
ENSSSCG00000046571,112,168,143,123
ENSSSCG00000046572,0,0,0,0
ENSSSCG00000046573,16,0,54,0
ENSSSCG00000046574,1,0,20,1
ENSSSCG00000046575,6,0,45,1
ENSSSCG00000046576,7,1,33,0
ENSSSCG00000046578,11,3,53,0
ENSSSCG00000046579,21,4,11,6
ENSSSCG00000046580,10,6,110,1
ENSSSCG00000046581,22,42,61,4
ENSSSCG00000046582,0,0,7,0
ENSSSCG00000046583,1,1,3,0
ENSSSCG00000046584,36,56,39,56
ENSSSCG00000046585,4,0,23,0
ENSSSCG00000046586,3,4,23,0
ENSSSCG00000046587,8,4,29,0
ENSSSCG00000046588,38,327,141,111
ENSSSCG00000046589,4,0,9,0
ENSSSCG00000046590,0,0,1,2
ENSSSCG00000046591,11,0,14,0
ENSSSCG00000046592,16,0,45,9
ENSSSCG00000046593,0,8,11,0
ENSSSCG00000046594,3,0,16,0
ENSSSCG00000046595,10,0,30,0
ENSSSCG00000046596,7,0,35,0
ENSSSCG00000046597,7,0,17,0
ENSSSCG00000046598,3,5,18,3
ENSSSCG00000046599,148,803,35,1357
ENSSSCG00000046600,9,0,29,19
ENSSSCG00000046601,9,0,35,0
ENSSSCG00000046602,1,0,24,0
ENSSSCG00000046603,1,1,18,1
ENSSSCG00000046604,2,23,14,15
ENSSSCG00000046605,3,0,40,0
ENSSSCG00000046606,0,0,1,0
ENSSSCG00000046607,22,34,60,38
ENSSSCG00000046608,11,45,26,5
ENSSSCG00000046609,0,0,3,0
ENSSSCG00000046611,0,0,0,0
ENSSSCG00000046612,4,16,17,7
ENSSSCG00000046613,15,19,42,9
ENSSSCG00000046614,8,0,49,0
ENSSSCG00000046615,9,0,23,0
ENSSSCG00000046616,3,2,14,7
ENSSSCG00000046618,0,0,4,0
ENSSSCG00000046619,7,50,24,35
ENSSSCG00000046620,5,0,19,0
ENSSSCG00000046621,14,0,64,0
ENSSSCG00000046622,25,76,73,88
ENSSSCG00000046623,21,0,69,1
ENSSSCG00000046624,16,30,43,73
ENSSSCG00000046625,16,150,55,124
ENSSSCG00000046626,4,0,27,0
ENSSSCG00000046627,7,0,14,0
ENSSSCG00000046628,20,21,32,14
ENSSSCG00000046629,2,0,22,0
ENSSSCG00000046630,1,0,9,0
ENSSSCG00000046631,4,0,12,0
ENSSSCG00000046632,2,4,12,1
ENSSSCG00000046633,5,4,12,6
ENSSSCG00000046634,6,0,12,0
ENSSSCG00000046635,0,0,1,0
ENSSSCG00000046636,44,78,96,28
ENSSSCG00000046637,4,0,12,1
ENSSSCG00000046638,5,0,14,2
ENSSSCG00000046639,5,0,15,1
ENSSSCG00000046641,10,0,29,0
ENSSSCG00000046642,5,0,4,0
ENSSSCG00000046643,0,0,8,0
ENSSSCG00000046644,2,0,6,0
ENSSSCG00000046645,9,60,31,63
ENSSSCG00000046646,0,0,0,0
ENSSSCG00000046648,0,0,0,0
ENSSSCG00000046649,3,3,7,0
ENSSSCG00000046650,5,0,19,0
ENSSSCG00000046651,0,0,0,0
ENSSSCG00000046652,2,9,7,24
ENSSSCG00000046655,30,7,117,1
ENSSSCG00000046656,2,0,33,1
ENSSSCG00000046658,2,5,8,0
ENSSSCG00000046659,5,2,22,1
ENSSSCG00000046660,19,0,65,0
ENSSSCG00000046661,1,0,0,0
ENSSSCG00000046662,2,0,1,0
ENSSSCG00000046663,2,0,16,0
ENSSSCG00000046664,10,0,24,0
